BenchmarkStaticRoutes5ServeMux-8,226.1
BenchmarkStaticRoutes5Goblin-8,119.7
BenchmarkStaticRoutes5HTTPRouter-8,9.291
BenchmarkStaticRoutes5Chi-8,159.5
BenchmarkStaticRoutes5Gin-8,27.81
BenchmarkStaticRoutes5BunRouter-8,15.72
BenchmarkStaticRoutes5HTTPTreeMux-8,183.2
BenchmarkStaticRoutes5BeegoMux-8,143.6
BenchmarkStaticRoutes5GorillaMux-8,411.7
BenchmarkStaticRoutes5Bon-8,10.70
BenchmarkStaticRoutes5Denco-8,8.962
BenchmarkStaticRoutes5Echo-8,30.14
BenchmarkStaticRoutes5GocraftWeb-8,826.0
BenchmarkStaticRoutes5Gorouter-8,37.49
BenchmarkStaticRoutes5OzzoRouting-8,33.01
BenchmarkStaticRoutes5ON9tE9Routing-8,379.8
