BenchmarkStaticRoutes5ServeMux-8,4838466
BenchmarkStaticRoutes5Goblin-8,10053289
BenchmarkStaticRoutes5HTTPRouter-8,129710535
BenchmarkStaticRoutes5Chi-8,7558288
BenchmarkStaticRoutes5Gin-8,43176404
BenchmarkStaticRoutes5BunRouter-8,76368669
BenchmarkStaticRoutes5HTTPTreeMux-8,6520071
BenchmarkStaticRoutes5BeegoMux-8,8418674
BenchmarkStaticRoutes5GorillaMux-8,2914868
BenchmarkStaticRoutes5Bon-8,100000000
BenchmarkStaticRoutes5Denco-8,133387552
BenchmarkStaticRoutes5Echo-8,39926578
BenchmarkStaticRoutes5GocraftWeb-8,1460192
BenchmarkStaticRoutes5Gorouter-8,31833826
BenchmarkStaticRoutes5OzzoRouting-8,35507553
BenchmarkStaticRoutes5ON9tE9Routing-8,3166988
