BenchmarkStaticRoutes5ServeMux-8,0
BenchmarkStaticRoutes5Goblin-8,80
BenchmarkStaticRoutes5HTTPRouter-8,0
BenchmarkStaticRoutes5Chi-8,304
BenchmarkStaticRoutes5Gin-8,0
BenchmarkStaticRoutes5BunRouter-8,0
BenchmarkStaticRoutes5HTTPTreeMux-8,328
BenchmarkStaticRoutes5BeegoMux-8,32
BenchmarkStaticRoutes5GorillaMux-8,720
BenchmarkStaticRoutes5Bon-8,0
BenchmarkStaticRoutes5Denco-8,0
BenchmarkStaticRoutes5Echo-8,0
BenchmarkStaticRoutes5GocraftWeb-8,352
BenchmarkStaticRoutes5Gorouter-8,0
BenchmarkStaticRoutes5OzzoRouting-8,0
BenchmarkStaticRoutes5ON9tE9Routing-8,432
