BenchmarkPathParamRoutes10BracketServeMux-8,697.1
BenchmarkPathParamRoutes10ColonGoblin-8,558.0
BenchmarkPathParamRoutes10ColonHTTPRouter-8,155.5
BenchmarkPathParamRoutes10BracketChi-8,961.9
BenchmarkPathParamRoutes10ColonGin-8,104.1
BenchmarkPathParamRoutes10ColonBunRouter-8,229.9
BenchmarkPathParamRoutes10ColonHTTPTreeMux-8,1080
BenchmarkPathParamRoutes10ColonBeegoMux-8,826.0
BenchmarkPathParamRoutes10BracketGorillaMux-8,2327
BenchmarkPathParamRoutes10ColonBon-8,293.9
BenchmarkPathParamRoutes10ColonDenco-8,187.0
BenchmarkPathParamRoutes10ColonEcho-8,143.4
BenchmarkPathParamRoutes10ColonGocraftWeb-8,1654
BenchmarkPathParamRoutes10BracketGorouter-8,364.7
BenchmarkPathParamRoutes10InequalitySignOzzoRouting-8,129.0
BenchmarkPathParamRoutes10ColonN9tE9Routing-8,1813
