BenchmarkPathParamRoutes10BracketServeMux-8,1716556
BenchmarkPathParamRoutes10ColonGoblin-8,2148358
BenchmarkPathParamRoutes10ColonHTTPRouter-8,7242321
BenchmarkPathParamRoutes10BracketChi-8,1262286
BenchmarkPathParamRoutes10ColonGin-8,10710009
BenchmarkPathParamRoutes10ColonBunRouter-8,5214822
BenchmarkPathParamRoutes10ColonHTTPTreeMux-8,1000000
BenchmarkPathParamRoutes10ColonBeegoMux-8,1457932
BenchmarkPathParamRoutes10BracketGorillaMux-8,521152
BenchmarkPathParamRoutes10ColonBon-8,4093870
BenchmarkPathParamRoutes10ColonDenco-8,6409720
BenchmarkPathParamRoutes10ColonEcho-8,8387311
BenchmarkPathParamRoutes10ColonGocraftWeb-8,717404
BenchmarkPathParamRoutes10BracketGorouter-8,3322506
BenchmarkPathParamRoutes10InequalitySignOzzoRouting-8,9333058
BenchmarkPathParamRoutes10ColonN9tE9Routing-8,647994
