BenchmarkPathParamRoutes10ColonGoblin-8,3
BenchmarkPathParamRoutes10ColonHTTPRouter-8,1
BenchmarkPathParamRoutes10BracketChi-8,2
BenchmarkPathParamRoutes10ColonGin-8,0
BenchmarkPathParamRoutes10ColonBunRouter-8,0
BenchmarkPathParamRoutes10ColonHTTPTreeMux-8,11
BenchmarkPathParamRoutes10ColonBeegoMux-8,6
BenchmarkPathParamRoutes10BracketGorillaMux-8,9
BenchmarkPathParamRoutes10ColonBon-8,2
BenchmarkPathParamRoutes10ColonDenco-8,1
BenchmarkPathParamRoutes10ColonEcho-8,0
BenchmarkPathParamRoutes10ColonGocraftWeb-8,14
BenchmarkPathParamRoutes10BracketGorouter-8,4
BenchmarkPathParamRoutes10InequalitySignOzzoRouting-8,0
BenchmarkPathParamRoutes10ColonN9tE9Routing-8,59
BenchmarkPathParamRoutes10BracketMuxPatterns-8,5
