BenchmarkPathParamRoutes1BracketServeMux-8,120.8
BenchmarkPathParamRoutes1ColonGoblin-8,217.7
BenchmarkPathParamRoutes1ColonHTTPRouter-8,36.30
BenchmarkPathParamRoutes1BracketChi-8,304.8
BenchmarkPathParamRoutes1ColonGin-8,33.44
BenchmarkPathParamRoutes1ColonBunRouter-8,20.30
BenchmarkPathParamRoutes1ColonHTTPTreeMux-8,316.6
BenchmarkPathParamRoutes1ColonBeegoMux-8,316.7
BenchmarkPathParamRoutes1BracketGorillaMux-8,609.5
BenchmarkPathParamRoutes1ColonBon-8,159.2
BenchmarkPathParamRoutes1ColonDenco-8,49.59
BenchmarkPathParamRoutes1ColonEcho-8,26.17
BenchmarkPathParamRoutes1ColonGocraftWeb-8,936.6
BenchmarkPathParamRoutes1BracketGorouter-8,196.1
BenchmarkPathParamRoutes1InequalitySignOzzoRouting-8,33.99
BenchmarkPathParamRoutes1ColonN9tE9Routing-8,355.3
