BenchmarkPathParamRoutes1BracketServeMux-8,16
BenchmarkPathParamRoutes1ColonGoblin-8,360
BenchmarkPathParamRoutes1ColonHTTPRouter-8,32
BenchmarkPathParamRoutes1BracketChi-8,672
BenchmarkPathParamRoutes1ColonGin-8,0
BenchmarkPathParamRoutes1ColonBunRouter-8,0
BenchmarkPathParamRoutes1ColonHTTPTreeMux-8,712
BenchmarkPathParamRoutes1ColonBeegoMux-8,704
BenchmarkPathParamRoutes1BracketGorillaMux-8,1088
BenchmarkPathParamRoutes1ColonBon-8,336
BenchmarkPathParamRoutes1ColonDenco-8,32
BenchmarkPathParamRoutes1ColonEcho-8,0
BenchmarkPathParamRoutes1ColonGocraftWeb-8,656
BenchmarkPathParamRoutes1BracketGorouter-8,392
BenchmarkPathParamRoutes1InequalitySignOzzoRouting-8,0
BenchmarkPathParamRoutes1ColonN9tE9Routing-8,464
