BenchmarkStaticRoutes10ServeMux-8,457.7
BenchmarkStaticRoutes10Goblin-8,265.5
BenchmarkStaticRoutes10HTTPRouter-8,10.58
BenchmarkStaticRoutes10Chi-8,183.6
BenchmarkStaticRoutes10Gin-8,29.56
BenchmarkStaticRoutes10BunRouter-8,18.61
BenchmarkStaticRoutes10HTTPTreeMux-8,270.6
BenchmarkStaticRoutes10BeegoMux-8,251.2
BenchmarkStaticRoutes10GorillaMux-8,550.8
BenchmarkStaticRoutes10Bon-8,10.93
BenchmarkStaticRoutes10Denco-8,9.076
BenchmarkStaticRoutes10Echo-8,50.64
BenchmarkStaticRoutes10GocraftWeb-8,1024
BenchmarkStaticRoutes10Gorouter-8,71.49
BenchmarkStaticRoutes10OzzoRouting-8,43.90
BenchmarkStaticRoutes10N9tE9Routing-8,779.6
