BenchmarkStaticRoutes10ServeMux-8,2508039
BenchmarkStaticRoutes10Goblin-8,4709226
BenchmarkStaticRoutes10HTTPRouter-8,100000000
BenchmarkStaticRoutes10Chi-8,6086882
BenchmarkStaticRoutes10Gin-8,41443738
BenchmarkStaticRoutes10BunRouter-8,71506602
BenchmarkStaticRoutes10HTTPTreeMux-8,4769065
BenchmarkStaticRoutes10BeegoMux-8,4674050
BenchmarkStaticRoutes10GorillaMux-8,2262861
BenchmarkStaticRoutes10Bon-8,97284812
BenchmarkStaticRoutes10Denco-8,131848746
BenchmarkStaticRoutes10Echo-8,23414919
BenchmarkStaticRoutes10GocraftWeb-8,1208860
BenchmarkStaticRoutes10Gorouter-8,18472964
BenchmarkStaticRoutes10OzzoRouting-8,27385978
BenchmarkStaticRoutes10N9tE9Routing-8,1523804
