BenchmarkPathParamRoutes5BracketServeMux-8,3095632
BenchmarkPathParamRoutes5ColonGoblin-8,3288781
BenchmarkPathParamRoutes5ColonHTTPRouter-8,12520192
BenchmarkPathParamRoutes5BracketChi-8,2560972
BenchmarkPathParamRoutes5ColonGin-8,18361316
BenchmarkPathParamRoutes5ColonBunRouter-8,10587997
BenchmarkPathParamRoutes5ColonHTTPTreeMux-8,2022978
BenchmarkPathParamRoutes5ColonBeegoMux-8,2586265
BenchmarkPathParamRoutes5BracketGorillaMux-8,961486
BenchmarkPathParamRoutes5ColonBon-8,5322081
BenchmarkPathParamRoutes5ColonDenco-8,9708924
BenchmarkPathParamRoutes5ColonEcho-8,15237498
BenchmarkPathParamRoutes5ColonGocraftWeb-8,960009
BenchmarkPathParamRoutes5BracketGorouter-8,4295180
BenchmarkPathParamRoutes5InequalitySignOzzoRouting-8,15635671
BenchmarkPathParamRoutes5ColonN9tE9Routing-8,1000000
